"ASIHCode","dwc.collectionCode","idigbio.recordset","dwc.institutionCode","recordset_uuid","collection_uuid","logo","collection_description"
"SBMNH","av","9d8ced48-62c5-4ce0-99e7-a03550c674c0","sbmnh","9d8ced48-62c5-4ce0-99e7-a03550c674c0","6af6962a-fe3f-11e4-ac7a-002315492bbc","http://www.sbnature.org/images/SBMNH_PMS1807_WEBmini.jpg","The Museum originally was founded as The Museum of Comparative Oology in 1916 and these same collections are housed within the Vertebrate Zoology Department. The historic collections contain material from as early as 1849 and have continued to grow in size and scope. In addition, the vertebrate zoology department houses regional and comparative foreign specimens of pickled preparations, tissue collections and associated field notes and catalogues."
"SBMNH","mam","9d8ced48-62c5-4ce0-99e7-a03550c674c0","sbmnh","9d8ced48-62c5-4ce0-99e7-a03550c674c0","6af6962a-fe3f-11e4-ac7a-002315492bbc","http://www.sbnature.org/images/SBMNH_PMS1807_WEBmini.jpg","The Museum originally was founded as The Museum of Comparative Oology in 1916 and these same collections are housed within the Vertebrate Zoology Department. The historic collections contain material from as early as 1849 and have continued to grow in size and scope. In addition, the vertebrate zoology department houses regional and comparative foreign specimens of pickled preparations, tissue collections and associated field notes and catalogues."
"SBMNH","os","9d8ced48-62c5-4ce0-99e7-a03550c674c0","sbmnh","9d8ced48-62c5-4ce0-99e7-a03550c674c0","6af6962a-fe3f-11e4-ac7a-002315492bbc","http://www.sbnature.org/images/SBMNH_PMS1807_WEBmini.jpg","The Museum originally was founded as The Museum of Comparative Oology in 1916 and these same collections are housed within the Vertebrate Zoology Department. The historic collections contain material from as early as 1849 and have continued to grow in size and scope. In addition, the vertebrate zoology department houses regional and comparative foreign specimens of pickled preparations, tissue collections and associated field notes and catalogues."
"SBMNH","he","9d8ced48-62c5-4ce0-99e7-a03550c674c0","sbmnh","9d8ced48-62c5-4ce0-99e7-a03550c674c0","6af6962a-fe3f-11e4-ac7a-002315492bbc","http://www.sbnature.org/images/SBMNH_PMS1807_WEBmini.jpg","The Museum originally was founded as The Museum of Comparative Oology in 1916 and these same collections are housed within the Vertebrate Zoology Department. The historic collections contain material from as early as 1849 and have continued to grow in size and scope. In addition, the vertebrate zoology department houses regional and comparative foreign specimens of pickled preparations, tissue collections and associated field notes and catalogues."
"SBMNH","fh","9d8ced48-62c5-4ce0-99e7-a03550c674c0","sbmnh","9d8ced48-62c5-4ce0-99e7-a03550c674c0","6af6962a-fe3f-11e4-ac7a-002315492bbc","http://www.sbnature.org/images/SBMNH_PMS1807_WEBmini.jpg","The Museum originally was founded as The Museum of Comparative Oology in 1916 and these same collections are housed within the Vertebrate Zoology Department. The historic collections contain material from as early as 1849 and have continued to grow in size and scope. In addition, the vertebrate zoology department houses regional and comparative foreign specimens of pickled preparations, tissue collections and associated field notes and catalogues."
"TCWC","herpetology","79dfdec6-3e24-489c-a7ce-85dcc52bc3f9","tcwc","79dfdec6-3e24-489c-a7ce-85dcc52bc3f9","d88c08ac-bdec-4f4d-9761-8405f1525582","http://agrilife.org/abs/files/2015/10/aTm-logo_Maroon-on-White.jpg","The Collection of Fishes serves as the official repository for specimens generated via research by faculty, students, and staff of the Department of Wildlife and Fisheries Sciences at Texas A&M University. Specimens in the Collection of Fishes are the result of expeditions and environmental surveys conducted by faculty, students, and biologists since 1937. The geographic coverage of specimens in the Collection of Fishes is impressive and includes 71 countries, and all 7 continents. "
"TCWC","mammals","79dfdec6-3e24-489c-a7ce-85dcc52bc3f9","tcwc","79dfdec6-3e24-489c-a7ce-85dcc52bc3f9","d88c08ac-bdec-4f4d-9761-8405f1525582","http://agrilife.org/abs/files/2015/10/aTm-logo_Maroon-on-White.jpg","The Collection of Fishes serves as the official repository for specimens generated via research by faculty, students, and staff of the Department of Wildlife and Fisheries Sciences at Texas A&M University. Specimens in the Collection of Fishes are the result of expeditions and environmental surveys conducted by faculty, students, and biologists since 1937. The geographic coverage of specimens in the Collection of Fishes is impressive and includes 71 countries, and all 7 continents. "
"TCWC","ichthyology","79dfdec6-3e24-489c-a7ce-85dcc52bc3f9","tcwc","79dfdec6-3e24-489c-a7ce-85dcc52bc3f9","d88c08ac-bdec-4f4d-9761-8405f1525582","http://agrilife.org/abs/files/2015/10/aTm-logo_Maroon-on-White.jpg","The Collection of Fishes serves as the official repository for specimens generated via research by faculty, students, and staff of the Department of Wildlife and Fisheries Sciences at Texas A&M University. Specimens in the Collection of Fishes are the result of expeditions and environmental surveys conducted by faculty, students, and biologists since 1937. The geographic coverage of specimens in the Collection of Fishes is impressive and includes 71 countries, and all 7 continents. "
"TCWC","birds","79dfdec6-3e24-489c-a7ce-85dcc52bc3f9","tcwc","79dfdec6-3e24-489c-a7ce-85dcc52bc3f9","d88c08ac-bdec-4f4d-9761-8405f1525582","http://agrilife.org/abs/files/2015/10/aTm-logo_Maroon-on-White.jpg","The Collection of Fishes serves as the official repository for specimens generated via research by faculty, students, and staff of the Department of Wildlife and Fisheries Sciences at Texas A&M University. Specimens in the Collection of Fishes are the result of expeditions and environmental surveys conducted by faculty, students, and biologists since 1937. The geographic coverage of specimens in the Collection of Fishes is impressive and includes 71 countries, and all 7 continents. "
"USNM","botany","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","usnm","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Smithsonian_logo_color.svg/2000px-Smithsonian_logo_color.svg.png","The fish collection was established in the mid 1800's and has collections that are worldwide in coverage. USNM has the world's largest holdings of Indo-Pacific marine shore fishes and extensive coverage from freshwaters of both North and South America. The collection continues to grow as specimens are added from parts of the world where the fish faunas are poorly known. The Division maintains one of the world's largest collections of type specimens. "
"USNM","invertebrate zoology","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","usnm","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Smithsonian_logo_color.svg/2000px-Smithsonian_logo_color.svg.png","The fish collection was established in the mid 1800's and has collections that are worldwide in coverage. USNM has the world's largest holdings of Indo-Pacific marine shore fishes and extensive coverage from freshwaters of both North and South America. The collection continues to grow as specimens are added from parts of the world where the fish faunas are poorly known. The Division maintains one of the world's largest collections of type specimens. "
"USNM","mammals","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","usnm","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Smithsonian_logo_color.svg/2000px-Smithsonian_logo_color.svg.png","The fish collection was established in the mid 1800's and has collections that are worldwide in coverage. USNM has the world's largest holdings of Indo-Pacific marine shore fishes and extensive coverage from freshwaters of both North and South America. The collection continues to grow as specimens are added from parts of the world where the fish faunas are poorly known. The Division maintains one of the world's largest collections of type specimens. "
"USNM","amphibians & reptiles","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","usnm","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Smithsonian_logo_color.svg/2000px-Smithsonian_logo_color.svg.png","The fish collection was established in the mid 1800's and has collections that are worldwide in coverage. USNM has the world's largest holdings of Indo-Pacific marine shore fishes and extensive coverage from freshwaters of both North and South America. The collection continues to grow as specimens are added from parts of the world where the fish faunas are poorly known. The Division maintains one of the world's largest collections of type specimens. "
"USNM","birds","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","usnm","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Smithsonian_logo_color.svg/2000px-Smithsonian_logo_color.svg.png","The fish collection was established in the mid 1800's and has collections that are worldwide in coverage. USNM has the world's largest holdings of Indo-Pacific marine shore fishes and extensive coverage from freshwaters of both North and South America. The collection continues to grow as specimens are added from parts of the world where the fish faunas are poorly known. The Division maintains one of the world's largest collections of type specimens. "
"USNM","entomology","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","usnm","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Smithsonian_logo_color.svg/2000px-Smithsonian_logo_color.svg.png","The fish collection was established in the mid 1800's and has collections that are worldwide in coverage. USNM has the world's largest holdings of Indo-Pacific marine shore fishes and extensive coverage from freshwaters of both North and South America. The collection continues to grow as specimens are added from parts of the world where the fish faunas are poorly known. The Division maintains one of the world's largest collections of type specimens. "
"USNM","fishes","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","usnm","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Smithsonian_logo_color.svg/2000px-Smithsonian_logo_color.svg.png","The fish collection was established in the mid 1800's and has collections that are worldwide in coverage. USNM has the world's largest holdings of Indo-Pacific marine shore fishes and extensive coverage from freshwaters of both North and South America. The collection continues to grow as specimens are added from parts of the world where the fish faunas are poorly known. The Division maintains one of the world's largest collections of type specimens. "
"UWFC","larval collection","b3d38693-5f9b-484d-aca3-6cefcc5b08e0","uwfc","b3d38693-5f9b-484d-aca3-6cefcc5b08e0","42b66f53-c979-48db-b099-8fc822b075b7","http://www.burkemuseum.org/sites/default/files/BurkeLogo%402x.png","The Burke Museum's Ichthyology Collection maintains a large archival collection of preserved fish specimens from around the world, but primarily from the North Pacific Ocean and Bering Sea and from freshwater habitats of the Pacific Northwest. Collection Highlights include: Being the only fish collection of any size in Washington state, being one of the largest, if not the largest, collections of fish eggs and larvae in the world and being one of the largest, if not the largest, collections of fish otoliths in the world."
"UWFC","adult collection","b3d38693-5f9b-484d-aca3-6cefcc5b08e0","uwfc","b3d38693-5f9b-484d-aca3-6cefcc5b08e0","42b66f53-c979-48db-b099-8fc822b075b7","http://www.burkemuseum.org/sites/default/files/BurkeLogo%402x.png","The Burke Museum's Ichthyology Collection maintains a large archival collection of preserved fish specimens from around the world, but primarily from the North Pacific Ocean and Bering Sea and from freshwater habitats of the Pacific Northwest. Collection Highlights include: Being the only fish collection of any size in Washington state, being one of the largest, if not the largest, collections of fish eggs and larvae in the world and being one of the largest, if not the largest, collections of fish otoliths in the world."
"UWFC","egg collection","b3d38693-5f9b-484d-aca3-6cefcc5b08e0","uwfc","b3d38693-5f9b-484d-aca3-6cefcc5b08e0","42b66f53-c979-48db-b099-8fc822b075b7","http://www.burkemuseum.org/sites/default/files/BurkeLogo%402x.png","The Burke Museum's Ichthyology Collection maintains a large archival collection of preserved fish specimens from around the world, but primarily from the North Pacific Ocean and Bering Sea and from freshwater habitats of the Pacific Northwest. Collection Highlights include: Being the only fish collection of any size in Washington state, being one of the largest, if not the largest, collections of fish eggs and larvae in the world and being one of the largest, if not the largest, collections of fish otoliths in the world."
"UWFC","juvenile collection","b3d38693-5f9b-484d-aca3-6cefcc5b08e0","uwfc","b3d38693-5f9b-484d-aca3-6cefcc5b08e0","42b66f53-c979-48db-b099-8fc822b075b7","http://www.burkemuseum.org/sites/default/files/BurkeLogo%402x.png","The Burke Museum's Ichthyology Collection maintains a large archival collection of preserved fish specimens from around the world, but primarily from the North Pacific Ocean and Bering Sea and from freshwater habitats of the Pacific Northwest. Collection Highlights include: Being the only fish collection of any size in Washington state, being one of the largest, if not the largest, collections of fish eggs and larvae in the world and being one of the largest, if not the largest, collections of fish otoliths in the world."
"UWFC","skeleton collection","b3d38693-5f9b-484d-aca3-6cefcc5b08e0","uwfc","b3d38693-5f9b-484d-aca3-6cefcc5b08e0","42b66f53-c979-48db-b099-8fc822b075b7","http://www.burkemuseum.org/sites/default/files/BurkeLogo%402x.png","The Burke Museum's Ichthyology Collection maintains a large archival collection of preserved fish specimens from around the world, but primarily from the North Pacific Ocean and Bering Sea and from freshwater habitats of the Pacific Northwest. Collection Highlights include: Being the only fish collection of any size in Washington state, being one of the largest, if not the largest, collections of fish eggs and larvae in the world and being one of the largest, if not the largest, collections of fish otoliths in the world."
